TARGET,성별,차량 소유 여부,부동산 소유 여부,자녀 수,연간 수입,수입 유형,최종 학력,결혼 여부,주거 형태,거주지 인구 비율,업무용 휴대전화 소유 여부,이메일 소유 여부,직업,가족 구성원 수,산업군,나이,근속연수,가입연수,자녀수_구간,연간수입_로그,배우자유무,산업군_상위,근속구간,1인당소득
0,여성,1,1,0,58410000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.04622,1,0,Unknown,1.0,사업 0,27,4,0.0,0,17.88299768313685,0.0,사업,2-5Y,17.88299768313685
0,여성,0,0,0,58410000.0,근로자,고등학교 졸업,사별,주택 / 아파트,0.006207,1,1,가정부,1.0,자영업,45,3,25.0,0,17.88299768313685,0.0,자영업,2-5Y,17.88299768313685
0,여성,0,1,0,37170000.0,근로자,대학교 졸업 이상,별거,주택 / 아파트,0.026392,1,0,Unknown,1.0,기타 0,44,8,15.0,0,17.43101256917685,0.0,기타,5-10Y,17.43101256917685
0,여성,0,1,0,26550000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.005313,0,0,Unknown,2.0,기타 1,57,1000,7.0,0,17.094540343317004,1.0,기타,Retired,8.547270171658502
0,남성,1,1,1,47790000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.005084,1,0,단순 노동자,3.0,사업 2,31,11,1.0,1,17.682326991479222,1.0,사업,10-20Y,5.894108997159741
0,남성,0,1,1,36108000.0,공무원,고등학교 졸업,기혼,공공분양,0.009175,1,0,핵심 노동자,3.0,경찰,43,23,23.0,1,17.402025033094876,1.0,경찰,Over 20Y,5.800675011031625
0,여성,1,1,2,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010147,1,1,영업직,4.0,산업 4,30,9,0.0,2,17.276861893833495,1.0,산업,5-10Y,4.319215473458374
1,남성,1,1,2,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,0,단순 노동자,4.0,사업 2,29,0,13.0,2,17.682326991479222,1.0,사업,Under 2Y,4.4205817478698055
0,여성,1,1,1,21240000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,0,영업직,3.0,자영업,23,4,4.0,1,16.87139680141899,1.0,자영업,2-5Y,5.62379893380633
1,남성,0,1,2,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.003069,1,0,단순 노동자,4.0,사업 2,45,22,0.0,2,17.276861893833495,1.0,사업,Over 20Y,4.319215473458374
0,여성,1,0,0,63720000.0,근로자,대학교 졸업 이상,별거,공공분양,0.0228,1,0,회계사,1.0,기타 0,37,0,4.0,0,17.97000905869978,0.0,기타,Under 2Y,17.97000905869978
0,여성,0,0,0,106200000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.072508,0,0,Unknown,2.0,기타 1,56,1000,12.0,0,18.48083467618831,1.0,기타,Retired,9.240417338094154
0,남성,1,1,1,42480000.0,공무원,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,0,운전자,3.0,군대,30,7,9.0,1,17.564543958438446,1.0,군대,5-10Y,5.854847986146148
0,여성,0,1,0,74340000.0,연금수령자,대학교 졸업 이상,사별,주택 / 아파트,0.035792,0,0,Unknown,1.0,기타 1,62,1000,15.0,0,18.124159736285087,0.0,기타,Retired,18.124159736285087
0,여성,0,0,0,83898000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010006,1,0,Unknown,2.0,사업 2,49,5,14.0,0,18.245112345170277,1.0,사업,5-10Y,9.122556172585139
0,여성,0,1,0,37170000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.018801,0,0,Unknown,1.0,기타 1,57,1000,25.0,0,17.43101256917685,0.0,기타,Retired,17.43101256917685
0,남성,0,0,2,29736000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.022625,1,0,운전자,4.0,사업 2,32,9,0.0,2,17.207869024588497,1.0,사업,5-10Y,4.301967256147124
0,남성,1,0,1,106200000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.018029,1,0,Unknown,3.0,은행,28,2,1.0,1,18.48083467618831,1.0,은행,2-5Y,6.160278225396103
0,남성,1,1,0,37170000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.015221,1,0,Unknown,2.0,자영업,36,7,11.0,0,17.43101256917685,1.0,자영업,5-10Y,8.715506284588425
0,여성,1,1,0,12744000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.01885,1,0,영업직,2.0,자영업,36,2,3.0,0,16.360571209040316,1.0,자영업,2-5Y,8.180285604520158
0,여성,0,1,0,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.00712,1,0,관리직,2.0,자영업,42,4,17.0,0,17.276861893833495,1.0,자영업,2-5Y,8.638430946916747
0,여성,0,1,1,37170000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010147,1,0,기술직,3.0,통신,27,7,12.0,1,17.43101256917685,1.0,통신,5-10Y,5.8103375230589505
0,여성,0,1,0,56286000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.019101,1,0,기술직,2.0,정부,48,3,9.0,0,17.84595641210255,1.0,정부,2-5Y,8.922978206051274
0,여성,1,1,0,37170000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.026392,1,0,운전자,1.0,운송 0,48,7,3.0,0,17.43101256917685,0.0,운송,5-10Y,17.43101256917685
1,남성,0,0,0,42480000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.018801,1,0,운전자,2.0,운송 1,53,3,1.0,0,17.564543958438446,1.0,운송,2-5Y,8.782271979219223
0,남성,0,1,1,63720000.0,근로자,고등학교 졸업,기혼,아파트 임대,0.018029,1,0,저임금 노동자,3.0,산업 4,49,1,15.0,1,17.97000905869978,1.0,산업,Under 2Y,5.990003019566593
0,여성,1,1,1,31860000.0,공무원,대학교 졸업 이상,사실혼,주택 / 아파트,0.006305,1,0,의료 업계 종사자,3.0,의학,41,14,21.0,1,17.276861893833495,1.0,의학,10-20Y,5.758953964611165
0,여성,0,0,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,0,Unknown,3.0,사업 2,38,0,15.0,1,16.87139680141899,1.0,사업,Under 2Y,5.62379893380633
0,여성,0,1,0,69030000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.00702,1,0,관리직,1.0,사업 2,46,2,4.0,0,18.050051765166113,0.0,사업,2-5Y,18.050051765166113
0,여성,0,0,0,10620000.0,연금수령자,고등학교 졸업,별거,주택 / 아파트,0.010276,0,0,Unknown,1.0,기타 1,60,1000,16.0,0,16.178249667940023,0.0,기타,Retired,16.178249667940023
0,남성,0,0,0,63720000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.006207,1,0,저임금 노동자,2.0,산업 3,27,4,17.0,0,17.97000905869978,1.0,산업,2-5Y,8.98500452934989
0,여성,0,0,0,29736000.0,근로자,고등학교 졸업,미혼,공공분양,0.020713,1,0,핵심 노동자,1.0,학교,24,4,2.0,0,17.207869024588497,0.0,학교,2-5Y,17.207869024588497
0,여성,0,0,0,22302000.0,연금수령자,고등학교 졸업,미혼,주택 / 아파트,0.010556,0,0,Unknown,1.0,기타 1,67,1000,32.0,0,16.92018696334647,0.0,기타,Retired,16.92018696334647
0,여성,0,1,0,58410000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,0,회계사,2.0,사업 2,26,1,11.0,0,17.88299768313685,1.0,사업,Under 2Y,8.941498841568425
0,여성,0,1,0,42480000.0,연금수령자,고등학교 졸업,미혼,주택 / 아파트,0.015221,0,0,Unknown,1.0,기타 1,58,1000,19.0,0,17.564543958438446,0.0,기타,Retired,17.564543958438446
1,남성,1,1,1,106200000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.072508,1,0,관리직,3.0,사업 1,53,7,12.0,1,18.48083467618831,1.0,사업,5-10Y,6.160278225396103
0,남성,0,1,0,24426000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018801,0,0,Unknown,2.0,기타 1,64,1000,20.0,0,17.01115873765315,1.0,기타,Retired,8.505579368826576
0,남성,1,1,0,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,0,Unknown,2.0,사업 2,52,4,12.0,0,17.276861893833495,1.0,사업,2-5Y,8.638430946916747
0,여성,0,1,2,26550000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,0,단순 노동자,4.0,사업 0,40,19,8.0,2,17.094540343317004,1.0,사업,10-20Y,4.273635085829251
0,여성,0,1,0,26550000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.002042,1,0,조리사,2.0,사업 2,48,9,13.0,0,17.094540343317004,1.0,사업,5-10Y,8.547270171658502
0,남성,1,0,1,21240000.0,근로자,고등학교 졸업,별거,아파트 임대,0.006305,1,0,단순 노동자,2.0,운송 2,37,11,13.0,1,16.87139680141899,0.0,운송,10-20Y,8.435698400709494
0,여성,0,0,1,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.035792,1,0,영업직,3.0,자영업,34,1,18.0,1,16.583714744660867,1.0,자영업,Under 2Y,5.527904914886956
0,여성,0,1,0,46728000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.02461,0,0,Unknown,2.0,기타 1,64,1000,26.0,0,17.659854136102727,1.0,기타,Retired,8.829927068051363
0,여성,0,1,1,15930000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.031329,1,0,영업직,2.0,무역 0,31,13,14.0,1,16.583714744660867,0.0,무역,10-20Y,8.291857372330433
0,남성,1,1,1,47790000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.020246,1,0,Unknown,3.0,사업 2,40,5,20.0,1,17.682326991479222,1.0,사업,5-10Y,5.894108997159741
0,여성,0,0,0,18054000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.01885,1,0,영업직,1.0,사업 2,22,0,7.0,0,16.708877880229622,0.0,사업,Under 2Y,16.708877880229622
0,여성,0,1,0,15930000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.0196889999999999,0,0,Unknown,2.0,기타 1,59,1000,29.0,0,16.583714744660867,1.0,기타,Retired,8.291857372330433
0,여성,0,1,0,31860000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.028663,0,0,Unknown,2.0,기타 1,59,1000,15.0,0,17.276861893833495,1.0,기타,Retired,8.638430946916747
0,남성,1,0,1,63720000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.010966,1,0,관리직,3.0,사업 2,47,1,11.0,1,17.97000905869978,1.0,사업,Under 2Y,5.990003019566593
0,여성,0,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,0,단순 노동자,3.0,자영업,56,9,19.0,1,17.78768750504456,1.0,자영업,5-10Y,5.929229168348186
0,남성,1,1,2,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,0,단순 노동자,4.0,사업 2,33,5,11.0,2,17.564543958438446,1.0,사업,5-10Y,4.391135989609611
0,여성,0,0,1,21240000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.019101,1,0,Unknown,3.0,사업 2,44,5,13.0,1,16.87139680141899,1.0,사업,5-10Y,5.62379893380633
0,여성,0,0,3,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.028663,1,0,단순 노동자,5.0,기타 0,37,13,4.0,3+,16.583714744660867,1.0,기타,10-20Y,3.3167429489321734
0,남성,1,1,0,63720000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.00733,1,0,단순 노동자,2.0,건설,36,1,16.0,0,17.97000905869978,1.0,건설,Under 2Y,8.98500452934989
0,여성,1,1,0,30479400.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.00702,1,0,운전자,2.0,사업 2,45,1,7.0,0,17.23256163635864,1.0,사업,Under 2Y,8.61628081817932
0,남성,1,0,2,33984000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.00963,1,0,Unknown,4.0,사업 2,28,6,2.0,2,17.34140041300936,1.0,사업,5-10Y,4.33535010325234
1,남성,0,0,0,21240000.0,근로자,고등학교 졸업,미혼,아파트 임대,0.018634,1,0,단순 노동자,1.0,산업 8,28,4,28.0,0,16.87139680141899,0.0,산업,2-5Y,16.87139680141899
0,여성,0,1,1,37170000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.035792,1,0,Unknown,3.0,정부,41,2,3.0,1,17.43101256917685,1.0,정부,2-5Y,5.8103375230589505
0,여성,1,0,0,58410000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018634,0,0,Unknown,2.0,기타 1,64,1000,3.0,0,17.88299768313685,1.0,기타,Retired,8.941498841568425
0,여성,0,1,0,42480000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,0,기술직,2.0,의학,59,16,15.0,0,17.564543958438446,1.0,의학,10-20Y,8.782271979219223
1,여성,0,1,0,15930000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.022625,1,0,영업직,2.0,무역 3,54,1,37.0,0,16.583714744660867,1.0,무역,Under 2Y,8.291857372330433
0,여성,0,1,1,31860000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.072508,1,0,단순 노동자,3.0,정부,35,1,18.0,1,17.276861893833495,1.0,정부,Under 2Y,5.758953964611165
0,여성,0,0,0,15930000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.018634,0,0,Unknown,2.0,기타 1,59,1000,3.0,0,16.583714744660867,1.0,기타,Retired,8.291857372330433
0,여성,1,0,0,95580000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.010006,1,0,회계사,2.0,산업 4,45,4,3.0,0,18.375474161576726,1.0,산업,2-5Y,9.187737080788363
0,남성,1,1,0,42480000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.010276,1,0,단순 노동자,1.0,사업 2,43,9,14.0,0,17.564543958438446,0.0,사업,5-10Y,17.564543958438446
0,여성,1,1,1,74340000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.009334,1,0,기술직,3.0,산업 7,52,34,27.0,1,18.124159736285087,1.0,산업,Over 20Y,6.041386578761696
0,여성,1,1,0,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.04622,1,0,Unknown,2.0,의학,47,5,10.0,0,17.094540343317004,1.0,의학,5-10Y,8.547270171658502
0,남성,1,1,0,15930000.0,연금수령자,저학력자,기혼,주택 / 아파트,0.008019,0,0,Unknown,2.0,기타 1,61,1000,15.0,0,16.583714744660867,1.0,기타,Retired,8.291857372330433
0,남성,0,0,0,21240000.0,연금수령자,고등학교 졸업,기혼,주택 / 아파트,0.009334,0,0,Unknown,2.0,기타 1,59,1000,1.0,0,16.87139680141899,1.0,기타,Retired,8.435698400709494
0,여성,1,1,1,42480000.0,공무원,대학교 졸업 이상,기혼,주택 / 아파트,0.025164,1,0,핵심 노동자,3.0,문화,34,2,1.0,1,17.564543958438446,1.0,문화,2-5Y,5.854847986146148
0,여성,0,1,2,43542000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.014464,1,0,미화원,4.0,호텔,41,6,20.0,2,17.58923657045466,1.0,호텔,5-10Y,4.397309142613665
0,여성,1,1,1,47790000.0,기타,대학교 졸업 이상,기혼,주택 / 아파트,0.04622,1,0,회계사,3.0,의학,42,2,8.0,1,17.682326991479222,1.0,의학,2-5Y,5.894108997159741
0,남성,1,0,0,53100000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.0196889999999999,1,0,운전자,2.0,무역 0,25,1,16.0,0,17.78768750504456,1.0,무역,Under 2Y,8.89384375252228
0,여성,0,1,0,30798000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.009334,1,0,미화원,2.0,사업 2,65,8,14.0,0,17.242960343240135,1.0,사업,5-10Y,8.621480171620068
0,여성,0,1,4,26550000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.025164,1,0,단순 노동자,6.0,사업 0,35,8,9.0,3+,17.094540343317004,1.0,사업,5-10Y,2.8490900572195006
0,여성,0,1,0,38232000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.026392,1,0,영업직,1.0,사업 2,48,6,6.0,0,17.45918344539623,0.0,사업,5-10Y,17.45918344539623
0,남성,0,1,0,37170000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.00963,1,0,운전자,2.0,자영업,50,1,3.0,0,17.43101256917685,1.0,자영업,Under 2Y,8.715506284588425
0,여성,0,1,2,37170000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.008019,1,0,영업직,4.0,기타 0,41,22,22.0,2,17.43101256917685,1.0,기타,Over 20Y,4.357753142294213
0,여성,0,1,0,31860000.0,기타,대학교 졸업 이상,미혼,주택 / 아파트,0.0145199999999999,1,0,Unknown,1.0,의학,53,5,14.0,0,17.276861893833495,0.0,의학,5-10Y,17.276861893833495
0,남성,0,0,0,44934282.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018209,1,0,핵심 노동자,2.0,사업 2,28,3,6.0,0,17.620711602565866,1.0,사업,2-5Y,8.810355801282933
0,여성,0,1,0,29736000.0,연금수령자,고등학교 졸업,사별,주택 / 아파트,0.028663,0,0,Unknown,1.0,기타 1,55,1000,26.0,0,17.207869024588497,0.0,기타,Retired,17.207869024588497
0,여성,1,1,0,21240000.0,근로자,대학교 중퇴,기혼,주택 / 아파트,0.028663,1,0,영업직,2.0,자영업,46,2,15.0,0,16.87139680141899,1.0,자영업,2-5Y,8.435698400709494
1,여성,0,1,0,31860000.0,근로자,대학교 졸업 이상,사실혼,주택 / 아파트,0.035792,1,0,조리사,2.0,레스토랑,47,0,15.0,0,17.276861893833495,1.0,레스토랑,Under 2Y,8.638430946916747
0,남성,0,1,0,50976000.0,근로자,대학교 졸업 이상,별거,주택 / 아파트,0.026392,1,0,Unknown,1.0,주택,50,10,15.0,0,17.746865511308986,0.0,주택,10-20Y,17.746865511308986
0,여성,1,1,0,54162000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.0145199999999999,1,0,비서,2.0,기타 0,39,2,15.0,0,17.807490131971477,1.0,기타,2-5Y,8.903745065985738
0,남성,1,0,0,53100000.0,연금수령자,고등학교 졸업,기혼,공공분양,0.04622,0,0,Unknown,2.0,기타 1,67,1000,29.0,0,17.78768750504456,1.0,기타,Retired,8.89384375252228
0,여성,0,1,1,29736000.0,근로자,고등학교 졸업,사실혼,주택 / 아파트,0.008625,1,0,의료 업계 종사자,3.0,기타 0,30,12,13.0,1,17.207869024588497,1.0,기타,10-20Y,5.735956341529499
0,여성,0,1,0,31860000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.030755,1,0,단순 노동자,2.0,사업 2,48,0,9.0,0,17.276861893833495,1.0,사업,Under 2Y,8.638430946916747
0,남성,0,1,1,47790000.0,기타,고등학교 졸업,기혼,주택 / 아파트,0.018801,1,0,운전자,3.0,자영업,59,3,7.0,1,17.682326991479222,1.0,자영업,2-5Y,5.894108997159741
0,여성,1,1,0,37170000.0,근로자,저학력자,기혼,주택 / 아파트,0.0116569999999999,1,0,단순 노동자,2.0,자영업,36,11,20.0,0,17.43101256917685,1.0,자영업,10-20Y,8.715506284588425
0,여성,0,1,0,15930000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.031329,1,0,영업직,2.0,자영업,38,2,22.0,0,16.583714744660867,1.0,자영업,2-5Y,8.291857372330433
0,여성,1,1,1,53100000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.02461,1,0,핵심 노동자,3.0,유치원,40,0,24.0,1,17.78768750504456,1.0,유치원,Under 2Y,5.929229168348186
0,여성,0,1,1,37170000.0,근로자,대학교 졸업 이상,미혼,주택 / 아파트,0.025164,1,0,영업직,2.0,자영업,39,9,17.0,1,17.43101256917685,0.0,자영업,5-10Y,8.715506284588425
0,여성,0,1,0,22302000.0,근로자,고등학교 졸업,기혼,주택 / 아파트,0.001417,1,1,영업직,2.0,자영업,37,0,15.0,0,16.92018696334647,1.0,자영업,Under 2Y,8.460093481673235
0,여성,0,1,0,53100000.0,근로자,대학교 졸업 이상,기혼,주택 / 아파트,0.018209,1,0,핵심 노동자,2.0,학교,47,21,8.0,0,17.78768750504456,1.0,학교,Over 20Y,8.89384375252228
0,여성,0,0,0,31860000.0,기타,고등학교 졸업,미혼,주택 / 아파트,0.026392,1,0,영업직,1.0,산업 8,39,3,21.0,0,17.276861893833495,0.0,산업,2-5Y,17.276861893833495
0,남성,0,1,0,26550000.0,근로자,고등학교 졸업,미혼,주택 / 아파트,0.025164,1,0,저임금 노동자,1.0,무역 0,51,1,0.0,0,17.094540343317004,0.0,무역,Under 2Y,17.094540343317004
1,여성,0,1,0,37170000.0,기타,고등학교 졸업,사실혼,주택 / 아파트,0.04622,1,0,단순 노동자,2.0,건설,45,12,29.0,0,17.43101256917685,1.0,건설,10-20Y,8.715506284588425
0,여성,0,0,0,21240000.0,근로자,고등학교 졸업,별거,주택 / 아파트,0.00712,1,0,미화원,1.0,사업 2,49,0,19.0,0,16.87139680141899,0.0,사업,Under 2Y,16.87139680141899
0,여성,0,1,0,31860000.0,기타,대학교 졸업 이상,사실혼,주택 / 아파트,0.025164,1,0,기술직,2.0,무역 3,56,14,6.0,0,17.276861893833495,1.0,무역,10-20Y,8.638430946916747
